day,timestr,a,b,c,d,e,f
102,11:14:00,332.595,13.175,106.265,53.675,62.14,14.685
102,11:15:00,332.445,13.175,106.205,53.645,62.2,14.685
102,11:16:00,332.725,13.175,106.18,53.585,62.26,14.685
102,11:17:00,332.66,13.275,106.22,53.625,62.3,14.685
102,11:18:00,332.845,13.175,106.26,53.665,62.2,14.685
102,11:19:00,332.56,13.165,106.19,53.65,62.21,14.685
102,11:20:00,332.79,13.175,106.24,53.665,62.26,14.685
102,11:21:00,332.915,13.275,106.285,53.685,62.22,14.685
102,11:22:00,332.94,13.175,106.29,53.715,62.24,14.685
102,11:23:00,332.805,13.175,106.235,53.72,62.19,14.685
102,11:24:00,332.635,13.275,106.24,53.735,62.17,14.685
102,11:25:00,332.735,13.175,106.23,53.735,62.19,14.685
102,11:26:00,332.715,13.275,106.25,53.765,62.16,14.685
102,11:27:00,332.62,13.265,106.23,53.685,62.16,14.685
102,11:28:00,332.585,13.145,106.235,53.68,62.19,14.685
102,11:29:00,332.79,13.265,106.28,53.72,62.25,14.685
102,11:30:00,332.76,13.165,106.335,53.685,62.14,14.685
102,11:31:00,332.81,13.175,106.3,53.715,62.18,14.685
102,11:32:00,332.855,13.265,106.3,53.735,62.23,14.685
102,11:33:00,332.955,13.265,106.31,53.725,62.27,14.685
102,11:34:00,333.025,13.275,106.3,53.75,62.19,14.685
102,11:35:00,332.77,13.265,106.215,53.695,62.09,14.685
102,11:36:00,332.705,13.155,106.155,53.67,62.1,14.685
102,11:37:00,332.63,13.155,106.1,53.665,62.13,14.685
102,11:38:00,332.565,13.165,106.13,53.67,62.15,14.685
102,11:39:00,332.665,13.165,106.18,53.715,62.06,14.685
102,11:40:00,332.53,13.265,106.16,53.72,62.08,14.685
102,11:41:00,332.565,13.155,106.165,53.685,62.11,14.685
102,11:42:00,332.71,13.145,106.215,53.695,62.09,14.685
102,11:43:00,332.6,13.245,106.13,53.675,62.01,14.685
102,11:44:00,332.29,13.145,106.125,53.685,62.01,14.685
102,11:45:00,332.49,13.145,106.27,53.715,61.99,14.685
102,11:46:00,332.65,13.255,106.285,53.735,62.0,14.685
102,11:47:00,332.885,13.165,106.3,53.755,62.01,14.685
102,11:48:00,332.845,13.165,106.36,53.785,61.99,14.685
102,11:49:00,332.775,13.165,106.33,53.785,62.04,14.685
102,11:50:00,332.69,13.165,106.285,53.71,61.94,14.685
102,11:51:00,332.675,13.265,106.245,53.68,61.86,14.685
102,11:52:00,332.715,13.255,106.23,53.74,61.76,14.685
102,11:53:00,332.81,13.255,106.255,53.755,61.75,14.685
102,11:54:00,332.81,13.255,106.29,53.755,61.73,14.685
102,11:55:00,332.92,13.255,106.375,50.282,61.66,14.685
102,11:56:00,332.89,13.165,106.36,53.785,61.6,14.685
102,11:57:00,332.81,13.165,106.32,53.755,61.56,14.685
102,11:58:00,333.16,13.255,106.4,53.815,61.6,14.685
102,11:59:00,333.055,13.255,106.385,53.82,61.45,14.685
102,12:00:00,332.95,13.265,106.375,53.815,61.49,14.685
102,12:01:00,332.955,13.165,106.42,53.805,61.51,14.685
102,12:02:00,333.0,13.165,106.5,53.805,61.49,14.685
102,12:03:00,332.925,13.265,106.52,53.815,61.49,14.685
102,12:04:00,332.805,13.145,106.56,53.825,61.4,14.685
102,12:05:00,333.09,13.265,106.68,53.845,61.48,14.685
102,12:06:00,332.94,13.265,106.655,53.835,61.57,14.685
102,12:07:00,332.78,13.155,106.68,53.82,61.46,14.685
102,12:08:00,332.82,13.255,106.685,53.795,61.45,14.685
102,12:09:00,332.86,13.155,106.66,53.775,61.53,14.685
102,12:10:00,332.855,13.155,106.675,53.785,61.49,14.685
102,12:11:00,333.03,13.255,106.705,53.825,61.6,14.685
102,12:12:00,333.075,13.155,106.695,53.84,61.61,14.685
102,12:13:00,333.055,13.155,106.705,53.835,61.6,14.685
102,12:14:00,333.17,13.265,106.87,53.895,61.62,14.685
102,12:15:00,333.21,13.165,106.93,53.885,61.55,14.685
102,12:16:00,333.08,13.165,106.9,50.415,61.55,14.685
102,12:17:00,333.015,13.255,106.84,53.845,61.52,14.685
102,12:18:00,333.045,13.255,106.895,53.845,61.51,14.685
102,12:19:00,332.975,13.255,106.81,53.83,61.47,14.685
102,12:20:00,332.995,13.155,106.725,53.805,61.52,14.685
102,12:21:00,332.955,13.255,106.795,53.805,61.52,14.685
102,12:22:00,332.885,13.155,106.85,53.815,61.54,14.685
102,12:23:00,333.065,13.275,106.95,53.895,61.65,14.685
102,12:24:00,332.98,13.275,106.92,53.865,61.65,14.685
102,12:25:00,332.975,13.265,106.86,53.87,61.7,14.685
102,12:26:00,332.885,13.255,106.905,53.875,61.72,14.685
102,12:27:00,332.86,13.255,106.895,53.855,61.72,14.685
102,12:28:00,332.85,13.155,106.86,53.89,61.68,14.685
102,12:29:00,332.87,13.275,106.895,53.935,61.62,14.685
102,12:30:00,332.835,13.175,106.905,53.955,61.53,14.685
102,12:31:00,332.915,13.275,106.89,53.935,61.43,14.685
102,12:32:00,333.045,13.275,106.895,53.965,61.39,14.685
102,12:33:00,333.15,13.185,106.89,53.985,61.37,14.685
102,12:34:00,333.085,13.285,106.82,53.945,61.49,14.685
102,12:35:00,333.095,13.285,106.875,53.975,61.46,14.685
102,12:36:00,333.165,13.185,106.855,54.0,61.42,14.685
102,12:37:00,333.11,13.275,106.86,54.035,61.33,14.685
102,12:38:00,333.14,13.175,106.835,54.045,61.31,14.685
102,12:39:00,333.06,13.175,106.77,53.995,61.31,14.685
102,12:40:00,332.95,13.265,106.775,54.005,61.36,14.685
102,12:41:00,332.77,13.255,106.72,51.207,61.35,14.685
102,12:42:00,333.0,13.255,106.755,53.995,61.33,14.685
102,12:43:00,332.99,13.155,106.76,56.498000000000005,61.24,14.685
102,12:44:00,333.055,13.245,106.825,54.045,61.21,14.685
102,12:45:00,333.065,13.245,106.795,54.045,61.19,14.685
102,12:46:00,333.015,13.245,106.775,54.055,61.13,14.685
102,12:47:00,333.055,13.245,106.77,54.055,61.11,14.685
102,12:48:00,332.965,13.145,106.74,51.157,61.14,14.685
102,12:49:00,332.945,13.145,106.695,54.075,61.11,14.685
102,12:50:00,332.86,13.225,106.685,54.07,61.11,14.685
102,12:51:00,333.015,13.125,106.71,54.09,61.1,14.685
102,12:52:00,333.07,13.215,106.73,54.105,61.12,14.685
102,12:53:00,333.105,13.115,106.74,54.085,61.15,14.685
102,12:54:00,333.08,13.115,106.8,54.095,61.13,14.685
102,12:55:00,333.095,13.125,106.865,54.15,61.06,14.685
102,12:56:00,333.115,13.225,106.915,54.145,61.01,14.685
102,12:57:00,333.12,13.125,106.975,54.16,61.09,14.685
102,12:58:00,333.27,13.225,106.98,54.185,61.01,14.685
102,12:59:00,333.31,13.135,106.925,54.19,60.99,14.685
102,13:00:00,333.19,13.235,106.865,54.125,61.03,14.685
102,13:01:00,333.45,13.235,106.895,54.145,61.03,14.685
102,13:02:00,333.45,13.135,106.93,54.14,60.9,14.685
102,13:03:00,333.565,13.135,106.95,54.135,60.99,14.685
102,13:04:00,333.635,13.245,106.95,54.145,60.97,14.685
102,13:05:00,333.455,13.245,106.895,54.135,61.01,14.685
102,13:06:00,333.475,13.245,106.87,54.115,61.1,14.685
102,13:07:00,333.355,13.145,106.83,54.175,61.06,14.685
102,13:08:00,333.25,13.245,106.765,54.13,61.1,14.685
102,13:09:00,333.23,13.145,106.675,54.105,61.08,14.685
102,13:10:00,333.095,13.145,106.705,54.12,61.11,14.685
102,13:11:00,332.93,13.235,106.685,54.125,60.99,14.685
102,13:12:00,333.01,13.135,106.69,54.13,61.03,14.685
102,13:13:00,333.07,13.135,106.71,54.155,61.12,14.685
102,13:14:00,333.115,13.135,106.745,54.115,61.15,14.685
102,13:15:00,332.925,13.225,106.675,54.105,61.22,14.685
102,13:16:00,332.94,13.125,106.66,54.105,61.19,14.685
102,13:17:00,332.86,13.225,106.63,54.055,61.17,14.685
102,13:18:00,332.935,13.125,106.65,54.045,61.02,14.685
102,13:19:00,332.91,13.125,106.735,51.755,61.18,14.685
102,13:20:00,332.98,13.125,106.77,54.015,61.17,14.685
102,13:21:00,332.925,13.125,106.74,54.015,61.11,14.685
102,13:22:00,333.0,13.225,106.75,54.015,61.23,14.685
102,13:23:00,332.835,13.125,106.72,54.0,61.26,14.685
102,13:24:00,332.82,13.125,106.695,54.005,61.25,14.685
102,13:25:00,332.85,13.125,106.695,53.98,61.15,14.685
102,13:26:00,332.92,13.225,106.76,54.02,61.25,14.685
102,13:27:00,332.98,13.225,106.81,54.05,61.28,14.685
102,13:28:00,333.04,13.225,106.85,54.04,61.3,14.685
102,13:29:00,333.03,13.125,106.83,54.02,61.2,14.685
102,13:30:00,332.925,13.125,106.85,54.015,61.16,14.655
102,13:31:00,332.905,13.225,106.795,54.015,61.2,14.655
102,13:32:00,332.87,13.125,106.77,54.005,61.25,14.655
102,13:33:00,332.815,13.125,106.74,54.015,61.26,14.655
102,13:34:00,332.89,13.125,106.72,54.025,61.25,14.655
102,13:35:00,332.92,13.225,106.775,54.045,61.29,14.655
102,13:36:00,332.835,13.125,106.78,54.055,61.33,14.655
102,13:37:00,332.845,13.135,106.77,54.055,61.24,14.655
102,13:38:00,332.92,13.245,106.835,54.055,61.28,14.655
102,13:39:00,332.925,13.245,106.795,54.005,61.37,14.655
102,13:40:00,332.85,13.245,106.785,54.005,61.37,14.655
102,13:41:00,332.82,13.135,106.75,54.005,61.27,14.655
102,13:42:00,332.705,13.225,106.68,53.995,61.11,14.655
102,13:43:00,332.575,13.225,106.64,53.975,61.2,14.655
102,13:44:00,332.71,13.225,106.645,53.985,61.3,14.655
102,13:45:00,332.56,13.135,106.6,53.975,61.28,14.655
102,13:46:00,332.655,13.135,106.585,53.975,61.27,14.655
102,13:47:00,332.78,13.235,106.665,54.0,61.2,14.655
102,13:48:00,332.735,13.235,106.665,53.995,61.33,14.655
102,13:49:00,332.785,13.235,106.7,54.015,61.26,14.655
102,13:50:00,332.77,13.235,106.7,54.035,61.37,14.655
102,13:51:00,332.71,13.235,106.71,54.025,61.33,14.655
102,13:52:00,332.635,13.235,106.62,53.995,61.32,14.655
102,13:53:00,332.68,13.235,106.64,53.995,61.26,14.655
102,13:54:00,332.57,13.135,106.6,57.688,61.35,14.655
102,13:55:00,332.385,13.225,106.585,53.975,61.36,14.655
102,13:56:00,332.44,13.235,106.55,53.955,61.35,14.655
102,13:57:00,332.285,13.135,106.6,53.965,61.41,14.655
102,13:58:00,332.34,13.135,106.585,53.97,61.35,14.655
102,13:59:00,332.28,13.235,106.56,53.975,61.36,14.655
102,14:00:00,332.35,13.235,106.525,53.97,61.35,14.655
102,14:01:00,332.525,13.135,106.645,54.005,61.44,14.655
102,14:02:00,332.585,13.235,106.67,54.015,61.36,14.655
102,14:03:00,332.51,13.135,106.62,53.995,61.56,14.655
102,14:04:00,332.575,13.135,106.595,53.985,61.48,14.655
102,14:05:00,332.595,13.145,106.635,54.015,61.45,14.655
102,14:06:00,332.6,13.145,106.73,54.005,61.47,14.655
102,14:07:00,332.535,13.245,106.76,55.70399999999999,61.45,14.655
102,14:08:00,332.54,13.245,106.785,54.005,61.44,14.655
102,14:09:00,332.785,13.245,106.82,54.015,61.51,14.655
102,14:10:00,332.825,13.255,106.84,54.015,61.51,14.655
102,14:11:00,332.76,13.255,106.84,54.005,61.61,14.655
102,14:12:00,332.745,13.155,106.83,49.711999999999996,61.58,14.655
102,14:13:00,332.73,13.155,106.835,53.985,61.56,14.655
102,14:14:00,332.735,13.255,106.85,53.975,61.64,14.655
102,14:15:00,332.835,13.255,106.885,53.975,61.72,14.655
102,14:16:00,332.845,13.255,106.925,53.965,61.64,14.655
102,14:17:00,332.925,13.255,106.92,53.96,61.65,14.655
102,14:18:00,332.815,13.255,106.855,53.945,61.67,14.655
102,14:19:00,332.665,13.145,106.81,53.945,61.64,14.655
102,14:20:00,332.775,13.145,106.86,53.965,61.71,14.655
102,14:21:00,332.945,13.245,106.93,54.005,61.83,14.655
102,14:22:00,332.93,13.245,106.925,53.985,61.83,14.655
102,14:23:00,332.88,13.145,106.895,53.985,61.86,14.655
102,14:24:00,332.905,13.245,106.865,53.985,61.85,14.655
102,14:25:00,332.81,13.145,106.81,53.965,61.89,14.655
102,14:26:00,332.855,13.245,106.835,54.01,61.93,14.655
102,14:27:00,333.02,13.255,106.925,54.045,61.93,14.655
102,14:28:00,333.125,13.255,106.95,54.075,61.9,14.655
102,14:29:00,332.935,13.255,106.87,54.065,61.91,14.655
102,14:30:00,332.83,13.245,106.84,54.075,61.99,14.655
102,14:31:00,332.73,13.245,106.88,54.095,62.05,14.655
102,14:32:00,332.815,13.145,106.96,54.125,62.01,14.655
102,14:33:00,332.785,13.145,106.935,54.115,61.95,14.655
102,14:34:00,332.675,13.245,106.9,54.125,61.94,14.655
102,14:35:00,332.92,13.255,106.995,54.165,61.84,14.655
102,14:36:00,332.84,13.145,106.965,54.145,61.79,14.655
102,14:37:00,332.735,13.245,106.98,54.135,61.73,14.655
102,14:38:00,332.705,13.245,106.96,54.135,61.7,14.655
102,14:39:00,332.805,13.235,106.93,54.125,61.73,14.655
102,14:40:00,332.77,13.135,106.945,54.125,61.69,14.655
102,14:41:00,332.81,13.225,106.945,49.36,61.7,14.655
102,14:42:00,332.72,13.135,106.955,54.165,61.66,14.655
102,14:43:00,332.685,13.135,106.955,54.165,61.67,14.655
102,14:44:00,332.5,13.135,106.85,54.13,61.73,14.655
102,14:45:00,332.455,13.225,106.81,54.105,61.66,14.655
102,14:46:00,332.285,13.125,106.73,54.075,61.76,14.655
102,14:47:00,332.37,13.225,106.775,54.095,61.84,14.655
102,14:48:00,332.55,13.235,106.815,54.095,61.82,14.655
102,14:49:00,332.525,13.235,106.765,54.095,61.82,14.655
102,14:50:00,332.485,13.235,106.74,54.095,61.8,14.655
102,14:51:00,332.435,13.135,106.745,54.105,61.82,14.655
102,14:52:00,332.625,13.245,106.835,54.13,61.79,14.655
102,14:53:00,332.625,13.235,106.82,54.125,61.73,14.655
102,14:54:00,332.75,13.135,106.835,54.125,61.82,14.655
102,14:55:00,332.85,13.135,106.835,54.135,61.83,14.655
102,14:56:00,333.14,13.235,106.935,54.165,61.81,14.655
102,14:57:00,333.15,13.135,106.965,54.195,61.82,14.655
102,14:58:00,332.785,13.225,106.905,54.13,61.81,14.655
102,14:59:00,332.89,13.235,106.92,54.135,61.77,14.655
102,15:00:00,332.895,13.235,106.975,54.135,61.74,14.655
102,15:01:00,332.835,13.135,106.945,54.105,61.74,14.655
102,15:02:00,332.89,13.135,106.995,54.135,61.71,14.655
102,15:03:00,333.085,13.145,107.065,54.165,61.73,14.655
102,15:04:00,333.245,13.255,107.135,54.215,61.75,14.655
102,15:05:00,333.415,13.255,107.24,54.24,61.78,14.655
102,15:06:00,333.415,13.255,107.255,54.245,61.71,14.655
102,15:07:00,333.375,13.255,107.245,49.724,61.67,14.655
102,15:08:00,333.295,13.255,107.225,54.235,61.62,14.655
102,15:09:00,333.27,13.255,107.215,54.24,61.58,14.655
102,15:10:00,333.375,13.155,107.22,54.245,61.61,14.655
102,15:11:00,333.185,13.245,107.185,54.205,61.63,14.655
102,15:12:00,333.3,13.145,107.18,54.235,61.6,14.655
102,15:13:00,333.58,13.155,107.26,54.285,61.71,14.655
102,15:14:00,333.465,13.155,107.32,54.285,61.68,14.655
102,15:15:00,333.375,13.245,107.285,54.275,61.7,14.655
102,15:16:00,333.45,13.245,107.265,54.305,61.76,14.655
102,15:17:00,333.68,13.155,107.34,54.315,61.75,14.655
102,15:18:00,333.465,13.275,107.35,54.325,61.89,14.655
102,15:19:00,333.39,13.275,107.36,54.325,61.97,14.655
102,15:20:00,333.4,13.175,107.44,54.345,62.0,14.655
102,15:21:00,333.525,13.165,107.41,54.305,62.06,14.655
102,15:22:00,333.435,13.265,107.44,54.325,61.99,14.655
102,15:23:00,333.355,13.165,107.475,54.87,62.02,14.655
102,15:24:00,333.27,13.155,107.425,54.305,61.92,14.655
102,15:25:00,333.23,13.255,107.455,54.265,61.9,14.655
102,15:26:00,333.335,13.155,107.46,54.25,61.96,14.655
102,15:27:00,333.325,13.165,107.445,54.295,61.91,14.655
102,15:28:00,333.285,13.165,107.41,54.305,61.92,14.655
102,15:29:00,333.31,13.165,107.41,54.305,62.0,14.655
102,15:30:00,333.3,13.265,107.465,54.285,61.96,14.655
102,15:31:00,332.965,13.175,107.42,54.255,61.96,14.655
102,15:32:00,333.03,13.265,107.455,54.255,61.91,14.655
102,15:33:00,332.865,13.255,107.4,56.652,61.92,14.655
102,15:34:00,332.805,13.235,107.375,54.195,61.92,14.655
102,15:35:00,332.935,13.215,107.465,54.195,61.91,14.655
102,15:36:00,332.91,13.225,107.46,54.135,61.9,14.655
102,15:37:00,332.965,13.125,107.48,54.14,61.9,14.655
102,15:38:00,333.06,13.135,107.545,54.185,61.87,14.655
102,15:39:00,333.085,13.135,107.635,54.205,61.9,14.655
102,15:40:00,333.14,13.235,107.64,54.245,61.8,14.655
102,15:41:00,333.155,13.135,107.705,54.285,61.8,14.655
102,15:42:00,333.055,13.235,107.74,54.265,61.8,14.655
102,15:43:00,332.98,13.135,107.625,54.225,61.79,14.655
102,15:44:00,332.985,13.135,107.6,54.235,61.77,14.655
102,15:45:00,332.96,13.125,107.56,55.787,61.79,14.655
102,15:46:00,332.93,13.225,107.535,54.195,61.74,14.655
102,15:47:00,333.015,13.225,107.52,54.185,61.81,14.655
102,15:48:00,333.13,13.225,107.54,54.145,61.83,14.655
102,15:49:00,333.025,13.225,107.555,54.135,61.82,14.655
102,15:50:00,333.085,13.215,107.59,54.125,61.9,14.655
102,15:51:00,332.945,13.105,107.535,54.105,61.91,14.655
102,15:52:00,332.89,13.215,107.575,54.125,61.9,14.655
102,15:53:00,332.965,13.105,107.62,54.145,61.84,14.655
102,15:54:00,332.83,13.215,107.605,54.095,61.85,14.655
102,15:55:00,332.71,13.215,107.62,54.135,61.88,14.655
102,15:56:00,332.49,13.215,107.635,53.507,61.98,14.655
102,15:57:00,332.435,13.115,107.615,54.125,62.0,14.655
102,15:58:00,332.26,13.215,107.605,54.145,61.96,14.655
102,15:59:00,332.225,13.115,107.555,54.135,61.9,14.655
102,16:00:00,332.225,13.085,107.615,54.135,61.92,14.655
103,09:30:00,333.395,13.265,107.92,54.25,62.42,14.655
103,09:31:00,333.115,13.24,107.975,54.225,62.36,14.655
103,09:32:00,332.815,13.135,107.695,54.09,62.39,14.655
103,09:33:00,332.96,13.315,107.86,54.1,62.44,14.655
103,09:34:00,332.605,13.305,107.655,54.175,62.47,14.655
103,09:35:00,332.155,13.365,107.415,54.22,62.39,14.655
103,09:36:00,332.045,13.355,107.44,54.15,62.39,14.655
103,09:37:00,331.74,13.265,107.425,54.18,62.46,14.655
103,09:38:00,330.405,13.245,107.36,54.11,62.48,14.825
103,09:39:00,330.47,13.205,107.29,54.06,62.42,14.825
103,09:40:00,330.175,13.285,107.115,54.01,62.39,14.825
103,09:41:00,330.48,13.285,107.215,54.055,62.41,14.825
103,09:42:00,330.465,13.185,107.175,53.96,62.44,14.825
103,09:43:00,330.08,13.285,107.195,53.96,62.48,14.825
103,09:44:00,329.275,13.185,107.015,53.98,62.49,14.825
103,09:45:00,329.63,13.315,106.985,53.95,62.51,14.825
103,09:46:00,329.435,13.295,107.025,53.975,62.6,14.825
103,09:47:00,329.65,13.165,106.95,53.95,62.62,14.825
103,09:48:00,329.73,13.265,106.97,53.95,62.57,14.825
103,09:49:00,329.685,13.165,106.905,53.99,62.45,14.825
103,09:50:00,329.65,13.175,106.825,54.0,62.45,14.825
103,09:51:00,329.85,13.275,106.925,54.0,62.44,14.825
103,09:52:00,330.3,13.175,107.055,54.005,62.43,14.825
103,09:53:00,330.155,13.165,107.085,53.995,62.35,14.825
103,09:54:00,330.285,13.14,107.08,54.968999999999994,62.48,14.825
103,09:55:00,330.355,13.145,107.12,54.005,62.57,14.825
103,09:56:00,330.24,13.135,107.325,54.13,62.62,14.825
103,09:57:00,330.165,13.195,107.235,54.125,62.64,14.825
103,09:58:00,330.43,13.165,107.25,54.125,62.62,14.825
103,09:59:00,330.225,13.065,107.235,54.12,62.65,14.825
103,10:00:00,330.21,13.035,107.27,54.13,62.65,14.825
103,10:01:00,330.425,13.085,107.66,54.26,62.63,14.825
103,10:02:00,330.085,13.185,107.475,54.265,62.68,14.825
103,10:03:00,330.605,13.195,107.545,54.275,62.68,14.825
103,10:04:00,330.4,13.095,107.7,54.32,62.73,14.825
103,10:05:00,330.57,13.185,107.73,54.3,62.67,14.825
103,10:06:00,330.68,13.085,107.84,54.305,62.6,14.825
103,10:07:00,330.325,13.165,107.83,49.651,62.51,14.825
103,10:08:00,330.435,13.145,107.775,54.33,62.52,14.825
103,10:09:00,330.655,13.095,107.71,54.3,62.37,14.825
103,10:10:00,330.65,13.005,107.73,54.255,62.33,14.825
103,10:11:00,330.575,13.125,107.77,54.26,62.35,14.825
103,10:12:00,330.575,13.025,107.665,54.3,62.33,14.825
103,10:13:00,330.25,13.025,107.565,54.325,62.33,14.825
103,10:14:00,330.385,13.025,107.58,54.325,62.33,14.825
103,10:15:00,330.545,13.115,107.635,54.325,62.3,14.825
103,10:16:00,330.59,13.105,107.625,54.325,62.33,14.825
103,10:17:00,330.385,13.095,107.47,54.28,62.36,14.825
103,10:18:00,330.315,13.095,107.43,54.255,62.37,14.825
103,10:19:00,330.24,12.975,107.43,54.235,62.27,14.825
103,10:20:00,330.24,13.065,107.385,54.245,62.34,14.825
103,10:21:00,330.13,13.035,107.275,54.215,62.31,14.825
103,10:22:00,330.29,13.035,107.25,54.24,62.35,14.825
103,10:23:00,330.39,13.045,107.285,54.215,62.24,14.825
103,10:24:00,330.42,12.945,107.295,54.25,62.35,14.825
103,10:25:00,330.365,12.945,107.135,54.265,62.41,14.825
103,10:26:00,330.285,12.945,107.2,54.315,62.39,14.825
103,10:27:00,330.22,13.045,107.235,54.315,62.41,14.825
103,10:28:00,330.025,12.945,107.185,54.315,62.45,14.825
103,10:29:00,330.375,13.035,107.325,54.425,62.45,14.825
103,10:30:00,330.17,13.035,107.28,54.435,62.37,14.825
103,10:31:00,330.52,13.015,107.515,54.505,62.32,14.825
103,10:32:00,330.42,13.015,107.46,54.525,62.39,14.825
103,10:33:00,329.97,13.005,107.145,54.475,62.33,14.825
103,10:34:00,329.975,12.975,107.13,54.445,62.35,14.825
103,10:35:00,330.15,12.995,107.16,54.405,62.28,14.825
103,10:36:00,330.09,12.895,107.145,54.405,62.34,14.825
103,10:37:00,330.185,13.005,107.205,54.44,62.39,14.825
103,10:38:00,329.95,12.885,107.175,54.395,62.42,14.825
103,10:39:00,330.265,12.885,107.245,54.435,62.45,14.825
103,10:40:00,330.245,12.875,107.19,54.37,62.44,14.825
103,10:41:00,330.245,12.975,107.235,54.355,62.42,14.825
103,10:42:00,330.13,12.965,107.135,54.355,62.42,14.825
103,10:43:00,330.255,12.845,107.175,54.34,62.37,14.825
103,10:44:00,330.09,12.965,107.15,54.35,62.41,14.825
103,10:45:00,330.035,12.985,107.22,51.115,62.51,14.825
103,10:46:00,330.13,12.895,107.23,54.365,62.49,14.825
103,10:47:00,330.26,13.025,107.38,54.425,62.48,14.825
103,10:48:00,330.26,12.915,107.365,54.385,62.54,14.825
103,10:49:00,330.295,13.015,107.345,54.385,62.55,14.825
103,10:50:00,330.37,13.015,107.385,54.355,62.59,14.825
103,10:51:00,330.42,12.935,107.51,54.42,62.67,14.825
103,10:52:00,330.42,12.935,107.525,54.405,62.63,14.825
103,10:53:00,330.465,13.035,107.545,54.435,62.69,14.825
103,10:54:00,330.48,13.045,107.575,54.445,62.6,14.825
103,10:55:00,330.5,12.965,107.59,54.455,62.63,14.825
103,10:56:00,330.49,13.055,107.535,54.425,62.71,14.825
103,10:57:00,330.445,12.935,107.57,54.425,62.72,14.825
103,10:58:00,330.455,13.035,107.585,54.425,62.65,14.825
103,10:59:00,330.36,12.925,107.545,54.42,62.73,14.825
103,11:00:00,330.51,12.935,107.62,54.48,62.7,14.825
103,11:01:00,330.6,13.065,107.58,54.495,62.72,14.825
103,11:02:00,330.61,12.955,107.585,54.495,62.87,14.825
103,11:03:00,330.68,13.055,107.495,54.5,62.92,14.825
103,11:04:00,330.695,13.055,107.505,54.525,62.93,14.825
103,11:05:00,330.665,12.955,107.595,54.525,62.82,14.825
103,11:06:00,330.805,13.055,107.595,54.525,62.75,14.825
103,11:07:00,330.655,12.955,107.49,54.52,62.72,14.825
103,11:08:00,330.685,12.975,107.495,54.515,62.86,14.825
103,11:09:00,330.745,12.975,107.51,54.535,62.83,14.825
103,11:10:00,330.695,13.085,107.5,54.555,62.66,14.825
103,11:11:00,330.76,13.065,107.38,54.555,62.63,14.825
103,11:12:00,330.735,12.945,107.33,54.555,62.65,14.825
103,11:13:00,330.71,12.945,107.315,52.55,62.62,14.825
103,11:14:00,330.755,12.96,107.285,54.525,62.53,14.825
103,11:15:00,330.75,13.065,107.355,54.515,62.56,14.825
103,11:16:00,330.75,13.075,107.365,54.52,62.56,14.825
103,11:17:00,330.76,13.085,107.45,54.525,62.62,14.825
103,11:18:00,330.735,13.075,107.365,54.565,62.67,14.825
103,11:19:00,330.71,13.075,107.385,54.575,62.64,14.825
103,11:20:00,330.72,13.075,107.415,54.575,62.56,14.825
103,11:21:00,330.82,12.955,107.52,54.585,62.49,14.775
103,11:22:00,331.445,12.955,107.545,54.595,62.54,14.775
103,11:23:00,331.41,12.975,107.735,54.645,62.55,14.775
103,11:24:00,331.36,12.965,107.795,54.66,62.57,14.775
103,11:25:00,331.135,12.955,107.735,54.655,62.61,14.775
103,11:26:00,331.2,13.045,107.745,54.66,62.76,14.775
103,11:27:00,331.29,12.955,107.7,54.65,62.81,14.775
103,11:28:00,331.405,13.055,107.715,54.655,62.81,14.775
103,11:29:00,331.355,12.955,107.675,54.62,62.8,14.775
103,11:30:00,331.445,13.045,107.83,54.665,62.73,14.775
103,11:31:00,331.545,13.045,107.795,54.695,62.72,14.775
103,11:32:00,331.795,12.945,107.835,54.715,62.65,14.775
103,11:33:00,331.52,13.025,107.715,54.715,62.61,14.775
103,11:34:00,331.585,13.025,107.76,54.735,62.5,14.775
103,11:35:00,331.755,13.025,107.75,54.735,62.43,14.775
103,11:36:00,331.845,12.935,107.775,54.745,62.38,14.775
103,11:37:00,331.825,13.035,107.73,54.745,62.3,14.775
103,11:38:00,331.725,13.035,107.68,54.735,62.29,14.775
103,11:39:00,331.73,12.945,107.67,54.715,62.38,14.775
103,11:40:00,331.655,13.035,107.655,49.258,62.38,14.775
103,11:41:00,331.64,12.945,107.6,54.68,62.31,14.775
103,11:42:00,331.55,12.935,107.605,54.695,62.41,14.775
103,11:43:00,331.525,13.015,107.615,54.66,62.4,14.775
103,11:44:00,331.425,12.925,107.575,54.645,62.44,14.775
103,11:45:00,331.31,12.925,107.585,54.635,62.4,14.775
103,11:46:00,331.325,13.035,107.605,54.645,62.35,14.775
103,11:47:00,331.395,13.025,107.61,54.685,62.35,14.775
103,11:48:00,331.265,12.925,107.645,54.705,62.3,14.775
103,11:49:00,331.335,12.925,107.655,54.71,62.3,14.775
103,11:50:00,331.285,13.025,107.64,54.725,62.36,14.775
103,11:51:00,331.31,13.025,107.64,54.725,62.36,14.775
103,11:52:00,331.225,13.025,107.575,54.705,62.34,14.775
103,11:53:00,331.245,13.025,107.565,50.573,62.34,14.775
103,11:54:00,331.325,12.925,107.555,54.715,62.26,14.775
103,11:55:00,331.15,13.025,107.55,54.715,62.29,14.775
103,11:56:00,331.205,12.945,107.645,54.75,62.35,14.775
103,11:57:00,331.15,13.045,107.61,54.735,62.36,14.775
103,11:58:00,330.96,12.945,107.58,54.725,62.3,14.775
